Financial Year,Reporting Period,Activity Month,Organisation breakdown,Org Code,Org Name,Region Code,Region Name,Specific acute specialties: Ordinary Elective,Specific acute specialties: Daycase Elective,Specific acute specialties: Elective total,Specific acute specialties: Non-Elective,Specific acute specialties: First attendances seen - GP referrals,Specific acute specialties: First attendances seen - other referrals,Specific acute specialties: First attendances seen total,Specific acute specialties: First attendances DNA,Specific acute specialties: Subsequent attendances seen,Specific acute specialties: Subsequent attendances DNA,All specialties: Ordinary Elective,All specialties: Daycase Elective,All specialties: Elective total,All specialties: Non-Elective,All specialties: First attendances seen - GP referrals,All specialties: First attendances seen - other referrals,All specialties: First attendances seen total,All specialties: First attendances DNA,All specialties: Subsequent attendances seen,All specialties: Subsequent attendances DNA
2020-21,4,May-20,Provider,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,305,1050,1355,3520,2830,2190,5020,545,8410,575,340,1050,1390,4100,2840,2620,5465,585,9395,625
2020-21,4,May-20,Provider,RP6,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,Y56,LONDON COMMISSIONING REGION,20,170,190,135,530,2080,2610,245,8870,1115,20,170,190,135,530,2080,2610,245,8870,1115
2020-21,4,May-20,Provider,RPA,MEDWAY NHS FOUNDATION TRUST,Y59,SOUTH EAST COMMISSIONING REGION,105,645,750,3045,3535,4220,7750,255,9050,525,110,645,755,3785,3570,4620,8190,525,9585,560
2020-21,4,May-20,Provider,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,Y59,SOUTH EAST COMMISSIONING REGION,85,305,395,540,105,1970,2075,135,6020,315,85,305,395,540,105,2145,2250,135,6295,340
2020-21,4,May-20,Provider,RPG,OXLEAS NHS FOUNDATION TRUST,Y59,SOUTH EAST COMMISSIONING REGION,0,0,0,0,0,0,0,0,0,0,45,0,45,80,115,165,285,*,700,25
2020-21,4,May-20,Provider,RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,Y56,LONDON COMMISSIONING REGION,470,600,1070,285,450,810,1260,30,19565,240,470,600,1070,285,450,810,1260,30,20805,240
2020-21,4,May-20,Provider,RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,Y60,MIDLANDS COMMISSIONING REGION,230,790,1020,970,1360,1215,2575,*,7690,535,235,790,1025,2395,3540,1550,5090,*,19540,535
2020-21,4,May-20,Provider,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,Y56,LONDON COMMISSIONING REGION,10,435,445,3515,4265,4885,9150,575,18785,1120,90,435,525,5290,4425,6175,10605,690,26430,1665
2020-21,4,May-20,Provider,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,Y61,EAST OF ENGLAND COMMISSIONING REGION,55,685,740,2410,3800,2180,5980,110,10490,170,55,685,740,2420,3800,2345,6145,110,11705,175
2020-21,4,May-20,Provider,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,Y56,LONDON COMMISSIONING REGION,50,265,315,1415,1390,1500,2890,225,7340,620,50,270,315,2930,1535,2185,3725,285,10945,990
2020-21,4,May-20,Provider,RQY,SOUTH WEST LONDON AND ST GEORGE'S MENTAL HEALTH NHS TRUST,Y56,LONDON COMMISSIONING REGION,0,0,0,0,0,0,0,0,0,0,25,0,25,60,610,1535,2145,290,25240,3300
2020-21,4,May-20,Provider,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,60,875,940,1955,795,775,1570,100,3720,255,65,875,940,2210,795,805,1600,100,4010,270
2020-21,4,May-20,Provider,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,635,1775,2410,4630,4610,10960,15570,*,34650,2560,725,1775,2500,6050,4625,12285,16915,*,38630,2800
2020-21,4,May-20,Provider,RRE,MIDLANDS PARTNERSHIP NHS FOUNDATION TRUST,Y60,MIDLANDS COMMISSIONING REGION,25,65,95,105,50,20,70,0,1430,75,40,65,105,220,50,20,70,0,1450,80
2020-21,4,May-20,Provider,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",Y62,NORTH WEST COMMISSIONING REGION,45,620,665,2665,1665,1945,3610,245,10645,810,75,620,695,2870,1705,2145,3850,285,11565,910
2020-21,4,May-20,Provider,RRJ,THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,Y60,MIDLANDS COMMISSIONING REGION,100,130,225,165,155,145,300,25,2825,135,100,130,225,165,155,145,300,25,2825,135
2020-21,4,May-20,Provider,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,Y60,MIDLANDS COMMISSIONING REGION,1995,2375,4370,10145,7310,9345,16655,1555,43275,3760,1995,2375,4370,11625,8180,9655,17835,1680,49385,4165
2020-21,4,May-20,Provider,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,Y56,LONDON COMMISSIONING REGION,2215,3370,5585,1385,2710,24860,27570,1450,38630,4425,2335,3370,5705,2635,2905,26985,29890,1615,46825,5230
2020-21,4,May-20,Provider,RT3,ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST,Y56,LONDON COMMISSIONING REGION,365,325,690,295,390,890,1280,120,15870,715,365,325,690,300,395,895,1290,120,16270,745
2020-21,4,May-20,Provider,RT5,LEICESTERSHIRE PARTNERSHIP NHS TRUST,Y60,MIDLANDS COMMISSIONING REGION,0,0,0,240,0,0,0,0,0,0,20,0,20,335,145,195,340,75,3250,535
2020-21,4,May-20,Provider,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,865,4065,4930,4780,4615,9840,14455,915,38660,2100,865,4065,4930,5675,5365,9960,15325,965,40685,2165
2020-21,4,May-20,Provider,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,Y58,SOUTH WEST COMMISSIONING REGION,405,1785,2195,3795,1665,5070,6735,375,18480,755,445,1785,2230,4380,1685,5975,7660,410,19360,795
2020-21,4,May-20,Provider,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,65,2180,2245,4750,1880,2705,4580,330,11720,650,65,2180,2245,5220,2080,3845,5920,375,15695,840
2020-21,4,May-20,Provider,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,Y60,MIDLANDS COMMISSIONING REGION,275,3060,3335,6645,4665,5655,10320,*,27365,10,275,3065,3340,7785,4720,7265,11985,*,32160,10
2020-21,4,May-20,Provider,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,Y59,SOUTH EAST COMMISSIONING REGION,455,2475,2925,5990,8250,12680,20935,480,31050,1180,465,2480,2945,6820,8635,13370,22005,535,32880,1260
2020-21,4,May-20,Provider,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,Y59,SOUTH EAST COMMISSIONING REGION,155,455,610,2070,5535,4745,10280,1010,14095,1170,155,455,610,2635,6660,6130,12790,1350,15920,1350
2020-21,4,May-20,Provider,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,Y59,SOUTH EAST COMMISSIONING REGION,150,770,920,3050,3785,3655,7435,490,9805,300,195,770,965,3390,3785,4060,7845,510,10495,330
2020-21,4,May-20,Provider,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,395,1975,2370,3245,2440,3570,6005,480,18315,965,395,1975,2370,4180,2465,3910,6375,505,19980,1040
2020-21,4,May-20,Provider,RTV,NORTH WEST BOROUGHS HEALTHCARE NHS FOUNDATION TRUST,Y62,NORTH WEST COMMISSIONING REGION,0,0,0,0,0,0,0,0,0,0,*,0,*,45,*,765,770,0,905,0
2020-21,4,May-20,Provider,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,Y62,NORTH WEST COMMISSIONING REGION,75,840,915,3070,1780,1785,3560,140,8465,335,75,840,915,3240,1780,1795,3570,140,9265,365
2020-21,4,May-20,Provider,RV3,CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST,Y56,LONDON COMMISSIONING REGION,0,0,0,125,10,35,40,0,300,25,25,0,25,365,290,650,940,35,8950,360
2020-21,4,May-20,Provider,RV9,HUMBER TEACHING NHS FOUNDATION TRUST,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,45,0,45,*,*,*,*,*,0,0,50,0,50,90,*,*,*,*,0,0
2020-21,4,May-20,Provider,RVJ,NORTH BRISTOL NHS TRUST,Y58,SOUTH WEST COMMISSIONING REGION,345,1985,2330,4090,3060,2810,5875,280,11855,620,390,1990,2375,5410,3085,3065,6150,290,12730,665
2020-21,4,May-20,Provider,RVN,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,Y58,SOUTH WEST COMMISSIONING REGION,0,0,0,0,0,0,0,0,0,0,65,0,65,85,0,0,0,0,0,0
2020-21,4,May-20,Provider,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,Y56,LONDON COMMISSIONING REGION,105,945,1055,2790,3610,1930,5540,395,17525,670,105,945,1055,3245,3650,1995,5645,395,19300,685
2020-21,4,May-20,Provider,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,Y59,SOUTH EAST COMMISSIONING REGION,285,1535,1820,5645,3815,6930,10745,625,24160,1585,290,1535,1825,6580,3895,9600,13495,660,27415,1710
2020-21,4,May-20,Provider,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,365,780,1145,2550,1990,1710,3700,185,6615,420,365,780,1145,3135,2085,1780,3865,200,7860,485
2020-21,4,May-20,Provider,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,Y62,NORTH WEST COMMISSIONING REGION,40,485,530,2260,1050,1315,2365,150,6765,390,40,485,530,2445,1055,1325,2375,150,7830,440
2020-21,4,May-20,Provider,RW1,SOUTHERN HEALTH NHS FOUNDATION TRUST,Y59,SOUTH EAST COMMISSIONING REGION,*,20,20,300,215,20,235,15,545,25,55,20,75,365,350,145,495,25,3275,365
2020-21,4,May-20,Provider,RW4,MERSEY CARE NHS FOUNDATION TRUST,Y62,NORTH WEST COMMISSIONING REGION,0,0,0,25,0,0,0,0,0,0,30,0,30,115,230,265,495,465,1715,35
2020-21,4,May-20,Provider,RW5,LANCASHIRE & SOUTH CUMBRIA NHS FOUNDATION TRUST,Y62,NORTH WEST COMMISSIONING REGION,0,0,0,0,0,*,*,0,910,85,10,0,10,115,185,290,475,55,1990,305
2020-21,4,May-20,Provider,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,Y62,NORTH WEST COMMISSIONING REGION,215,1420,1635,5990,6175,5670,11845,300,17075,850,245,1420,1660,6860,6195,7095,13290,365,20435,1115
2020-21,4,May-20,Provider,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,385,2405,2790,3300,2950,3875,6825,310,20245,985,385,2405,2790,3900,2985,4660,7645,375,24085,1220
2020-21,4,May-20,Provider,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,Y60,MIDLANDS COMMISSIONING REGION,220,1870,2090,4215,4025,3825,7850,555,15930,1205,220,1870,2090,4660,4215,4075,8295,565,17595,1400
2020-21,4,May-20,Provider,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,Y60,MIDLANDS COMMISSIONING REGION,625,3420,4050,6945,5580,6775,12355,840,35285,1785,630,3425,4055,7890,5635,7480,13110,910,36615,1880
2020-21,4,May-20,Provider,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,Y59,SOUTH EAST COMMISSIONING REGION,2490,365,2855,4035,3975,3465,7440,535,22650,895,2495,365,2860,4450,4185,4945,9130,545,23415,910
2020-21,4,May-20,Provider,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,Y61,EAST OF ENGLAND COMMISSIONING REGION,155,450,605,2790,2895,2290,5185,290,8775,645,205,450,655,3350,3170,2310,5480,310,9415,680
2020-21,4,May-20,Provider,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,Y61,EAST OF ENGLAND COMMISSIONING REGION,175,2285,2455,2665,4800,4970,9770,900,18465,880,175,2285,2455,3245,4960,5580,10540,920,19530,950
2020-21,4,May-20,Provider,RWJ,STOCKPORT NHS FOUNDATION TRUST,Y62,NORTH WEST COMMISSIONING REGION,115,460,575,3205,2105,2280,4385,315,8970,605,115,460,575,3540,2115,2505,4620,330,9680,640
2020-21,4,May-20,Provider,RWK,EAST LONDON NHS FOUNDATION TRUST,Y56,LONDON COMMISSIONING REGION,0,0,0,0,0,0,0,0,0,0,105,0,105,245,120,155,280,75,2315,480
2020-21,4,May-20,Provider,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,Y60,MIDLANDS COMMISSIONING REGION,165,2425,2595,3770,5120,4000,9120,165,8820,350,170,2425,2595,4600,5185,4195,9380,180,9415,380
2020-21,4,May-20,Provider,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,Y62,NORTH WEST COMMISSIONING REGION,70,610,680,2230,1845,1370,3215,425,11590,760,100,610,710,2690,1850,1480,3330,440,12535,855
2020-21,4,May-20,Provider,RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,Y59,SOUTH EAST COMMISSIONING REGION,90,0,90,45,330,1210,1540,0,6150,0,130,0,130,125,1530,3695,5225,0,25465,0
2020-21,4,May-20,Provider,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,75,1265,1340,3560,2070,2440,4510,230,8490,515,75,1265,1340,3990,2070,2480,4550,230,8815,530
2020-21,4,May-20,Provider,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,Y60,MIDLANDS COMMISSIONING REGION,720,4450,5170,6560,4400,3980,8375,580,25435,1395,720,4450,5170,7195,4540,4445,8985,670,27280,1630
2020-21,4,May-20,Provider,RX2,SUSSEX PARTNERSHIP NHS FOUNDATION TRUST,Y59,SOUTH EAST COMMISSIONING REGION,0,0,0,0,0,0,0,0,0,0,*,0,*,*,170,80,245,75,1200,230
2020-21,4,May-20,Provider,RX4,"CUMBRIA, NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,*,0,*,0,10,50,60,0,1285,115,20,0,20,165,55,2205,2265,0,11590,4215
2020-21,4,May-20,Provider,RXA,CHESHIRE AND WIRRAL PARTNERSHIP NHS FOUNDATION TRUST,Y62,NORTH WEST COMMISSIONING REGION,0,0,0,0,0,0,0,0,0,0,15,0,15,90,170,60,230,50,1180,260
2020-21,4,May-20,Provider,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,Y59,SOUTH EAST COMMISSIONING REGION,110,1510,1620,3305,3085,1855,4940,375,11135,715,135,1510,1645,3750,3095,2150,5245,405,12000,745
2020-21,4,May-20,Provider,RXE,ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,55,0,55,0,0,0,0,0,0,0,75,0,75,105,0,0,0,0,0,0
2020-21,4,May-20,Provider,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,205,2125,2330,3875,2510,5620,8130,395,18075,810,205,2125,2330,5245,2865,5685,8550,440,19200,885
2020-21,4,May-20,Provider,RXG,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,0,0,0,15,0,0,0,0,0,0,*,0,*,150,0,0,0,0,0,0
2020-21,4,May-20,Provider,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,Y59,SOUTH EAST COMMISSIONING REGION,345,1790,2135,3730,5110,2450,7560,515,12440,830,350,1790,2140,4005,5145,2685,7830,530,13250,895
2020-21,4,May-20,Provider,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,Y60,MIDLANDS COMMISSIONING REGION,250,1035,1285,3105,5100,4795,9895,730,20335,1230,250,1035,1285,3965,5745,5185,10930,790,21280,1300
2020-21,4,May-20,Provider,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,Y62,NORTH WEST COMMISSIONING REGION,185,1470,1655,2455,1645,1725,3370,165,11415,440,185,1470,1660,2915,1665,1990,3655,175,12255,480
2020-21,4,May-20,Provider,RXM,DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST,Y60,MIDLANDS COMMISSIONING REGION,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,350,350,70,1540,170
2020-21,4,May-20,Provider,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,Y62,NORTH WEST COMMISSIONING REGION,345,1420,1760,3305,2550,2940,5485,400,20445,1300,345,1420,1760,3380,2550,2980,5530,425,21405,1380
2020-21,4,May-20,Provider,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,100,1050,1150,4030,1885,2120,4005,195,8875,295,100,1050,1150,4740,2195,2475,4670,215,11190,360
2020-21,4,May-20,Provider,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,Y59,SOUTH EAST COMMISSIONING REGION,130,1425,1550,2815,2520,2395,4920,230,10365,525,130,1425,1555,3485,2740,2580,5320,265,10755,580
2020-21,4,May-20,Provider,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,Y62,NORTH WEST COMMISSIONING REGION,430,1395,1825,3955,3775,4220,7995,640,18965,930,430,1395,1825,4915,3845,4665,8510,695,21090,1070
2020-21,4,May-20,Provider,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,Y60,MIDLANDS COMMISSIONING REGION,130,1925,2050,3905,3730,5020,8750,210,13480,480,160,1925,2085,4295,3740,5305,9045,215,13770,490
2020-21,4,May-20,Provider,RY2,BRIDGEWATER COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,Y62,NORTH WEST COMMISSIONING REGION,0,0,0,0,*,*,*,0,45,*,0,0,0,0,*,*,10,*,220,25
2020-21,4,May-20,Provider,RY3,NORFOLK COMMUNITY HEALTH AND CARE NHS TRUST,Y61,EAST OF ENGLAND COMMISSIONING REGION,0,0,0,170,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0
2020-21,4,May-20,Provider,RY4,HERTFORDSHIRE COMMUNITY NHS TRUST,Y61,EAST OF ENGLAND COMMISSIONING REGION,75,0,75,0,0,0,0,0,0,0,75,0,75,0,0,0,0,0,0,0
2020-21,4,May-20,Provider,RY5,LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,Y60,MIDLANDS COMMISSIONING REGION,20,10,30,30,0,0,0,0,0,0,20,10,30,30,0,0,0,0,0,0
2020-21,4,May-20,Provider,RY6,LEEDS COMMUNITY HEALTHCARE NHS TRUST,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,0,0,0,0,10,*,10,0,30,0,0,0,0,0,40,125,165,15,520,40
2020-21,4,May-20,Provider,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,Y60,MIDLANDS COMMISSIONING REGION,0,0,0,20,*,0,*,0,15,0,0,0,0,25,*,*,*,0,85,0
2020-21,4,May-20,Provider,RYG,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,Y60,MIDLANDS COMMISSIONING REGION,0,0,0,0,40,55,100,15,175,40,0,0,0,0,150,140,285,135,745,290
2020-21,4,May-20,Provider,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,Y56,LONDON COMMISSIONING REGION,375,3115,3490,2840,5605,7945,13545,970,28570,2235,470,3325,3795,4505,5610,8165,13775,985,29085,2260
2020-21,4,May-20,Provider,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,Y59,SOUTH EAST COMMISSIONING REGION,90,1225,1315,4685,3580,4510,8090,265,12525,460,90,1225,1315,5220,3585,4905,8490,285,13145,480
2020-21,4,May-20,Provider,RYW,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,Y60,MIDLANDS COMMISSIONING REGION,0,0,0,0,150,2550,2700,20,2695,115,0,0,0,0,280,2580,2860,55,4815,205
2020-21,4,May-20,Provider,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,Y59,SOUTH EAST COMMISSIONING REGION,0,0,0,245,0,0,0,0,0,0,0,0,0,245,0,0,0,0,0,0
2020-21,4,May-20,Provider,TAD,BRADFORD DISTRICT CARE NHS FOUNDATION TRUST,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,0,0,0,0,0,0,0,0,*,0,*,0,*,65,105,30,135,10,1370,40
2020-21,4,Jun-20,Provider,8HE28,HARLEY STREET ON 15,Y56,LONDON COMMISSIONING REGION,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0
2020-21,4,Jun-20,Provider,8HP46,3VH LTD,Y62,NORTH WEST COMMISSIONING REGION,0,0,0,0,135,0,135,*,290,10,0,0,0,0,135,0,135,*,290,10
2020-21,4,Jun-20,Provider,AAH01,TETBURY HOSPITAL TRUST,Y58,SOUTH WEST COMMISSIONING REGION,0,0,0,0,95,30,125,*,110,*,0,0,0,0,95,30,125,*,110,*
2020-21,4,Jun-20,Provider,AAV02,COMMUNITY HEALTH AND EYECARE LIMITED (PRESTON),Y62,NORTH WEST COMMISSIONING REGION,0,0,0,0,260,150,410,0,480,0,0,0,0,0,260,150,410,0,480,0
2020-21,4,Jun-20,Provider,ACG07,NEWMEDICA COMMUNITY OPHTHALMOLOGY - LEICESTERSHIRE - LEICESTER (STONEYGATE EYE HOSPITAL),Y60,MIDLANDS COMMISSIONING REGION,0,*,*,0,0,100,100,0,0,0,0,*,*,0,0,100,100,0,0,0
2020-21,4,Jun-20,Provider,ACG08,NEWMEDICA OPHTHALMOLOGY - NUNEATON - CAMP HILL - GP LED HEALTH CENTRE,Y60,MIDLANDS COMMISSIONING REGION,0,205,205,0,0,0,0,0,0,0,0,205,205,0,0,0,0,0,0,0
2020-21,4,Jun-20,Provider,ACG12,NEWMEDICA COMMUNITY OPHTHALMOLOGY - NORTH EAST LINCOLNSHIRE - GRIMSBY,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,0,120,120,0,45,75,120,0,155,0,0,120,120,0,45,75,120,0,155,0
2020-21,4,Jun-20,Provider,ACG13,NEWMEDICA COMMUNITY OPHTHALMOLOGY - GLOUCESTERSHIRE - GLOUCESTER (ASPEN CENTRE) (ACG13),Y58,SOUTH WEST COMMISSIONING REGION,0,155,155,0,15,150,160,0,45,0,0,155,155,0,15,150,160,0,45,0
2020-21,4,Jun-20,Provider,ACG19,NEWMEDICA COMMUNITY OPHTHALMOLOGY - LEEDS,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,0,0,0,0,10,45,55,0,60,0,0,0,0,0,10,45,55,0,60,0
2020-21,4,Jun-20,Provider,ACG20,NEWMEDICA - BRISTOL - LITFIELD HOUSE,Y58,SOUTH WEST COMMISSIONING REGION,0,45,45,0,80,55,130,0,125,0,0,45,45,0,80,55,130,0,125,0
2020-21,4,Jun-20,Provider,ACG24,NEWMEDICA - TEESSIDE - NORTH ORMESBY,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,0,150,150,0,10,20,30,0,395,0,0,150,150,0,10,20,30,0,395,0
2020-21,4,Jun-20,Provider,ACG30,NEWMEDICA - WORKSOP - DUKERIES,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,0,0,0,0,25,40,70,0,265,0,0,0,0,0,25,40,70,0,265,0
2020-21,4,Jun-20,Provider,AJX01,SUSSEX MSK PARTNERSHIP 2 LTD,Y59,SOUTH EAST COMMISSIONING REGION,0,0,0,0,25,345,370,15,900,40,0,0,0,0,25,345,370,15,900,40
2020-21,4,Jun-20,Provider,AP201,EAST SUSSEX OUTPATIENT SERVICES (ESOPS),Y59,SOUTH EAST COMMISSIONING REGION,0,0,0,0,0,0,0,10,0,15,0,0,0,0,0,0,0,10,0,15
2020-21,4,Jun-20,Provider,AQK01,VERNOVA - WATERS GREEN MEDICAL CENTRE,Y62,NORTH WEST COMMISSIONING REGION,0,0,0,0,260,10,270,15,750,25,0,0,0,0,260,10,270,15,750,25
2020-21,4,Jun-20,Provider,AQK06,VERNOVA - HANDFORTH CLINIC,Y62,NORTH WEST COMMISSIONING REGION,0,0,0,0,65,0,65,*,230,10,0,0,0,0,65,0,65,*,230,10
2020-21,4,Jun-20,Provider,AQK08,VERNOVA - ALDERLEY EDGE MEDICAL CENTRE,Y62,NORTH WEST COMMISSIONING REGION,0,0,0,0,0,0,0,0,100,*,0,0,0,0,0,0,0,0,100,*
2020-21,4,Jun-20,Provider,AVQ01,ONE ASHFORD HOSPITAL,Y59,SOUTH EAST COMMISSIONING REGION,0,0,0,0,15,0,15,0,40,0,0,0,0,0,15,0,15,0,40,0
2020-21,4,Jun-20,Provider,AVQ03,ONE HATFIELD HOSPITAL,Y61,EAST OF ENGLAND COMMISSIONING REGION,0,0,0,0,*,0,*,0,0,0,0,0,0,0,*,0,*,0,0,0
2020-21,4,Jun-20,Provider,AXG01,WILTSHIRE HEALTH & CARE (CHIPPENHAM),Y58,SOUTH WEST COMMISSIONING REGION,0,0,0,*,135,*,140,*,110,*,0,0,0,*,135,*,140,*,110,*
2020-21,4,Jun-20,Provider,AXG02,SAVERNAKE COMMUNITY HOSPITAL,Y58,SOUTH WEST COMMISSIONING REGION,*,0,*,25,*,0,*,0,*,0,*,0,*,25,*,0,*,0,*,0
2020-21,4,Jun-20,Provider,AXG03,WARMINSTER COMMUNITY HOSPITAL,Y58,SOUTH WEST COMMISSIONING REGION,0,0,0,0,50,*,55,*,45,*,0,0,0,0,50,*,55,*,45,*
2020-21,4,Jun-20,Provider,AXG0C,CALNE FAMILY HEALTH CENTRE,Y58,SOUTH WEST COMMISSIONING REGION,0,0,0,0,15,0,15,0,25,0,0,0,0,0,15,0,15,0,25,0
2020-21,4,Jun-20,Provider,AXG0K,MELKSHAM COMMUNITY HOSPITAL,Y58,SOUTH WEST COMMISSIONING REGION,0,0,0,0,25,*,25,*,25,*,0,0,0,0,25,*,25,*,25,*
2020-21,4,Jun-20,Provider,AXG0P,SALISBURY DISTRICT HOSPITAL,Y58,SOUTH WEST COMMISSIONING REGION,0,0,0,0,160,20,180,10,115,*,0,0,0,0,160,20,180,10,115,*
2020-21,4,Jun-20,Provider,AXG0T,TROWBRIDGE COMMUNITY HOSPITAL,Y58,SOUTH WEST COMMISSIONING REGION,0,0,0,0,90,10,95,*,115,*,0,0,0,0,90,10,95,*,115,*
2020-21,4,Jun-20,Provider,AXG0V,WHITEHORSE HEALTH CENTRE,Y58,SOUTH WEST COMMISSIONING REGION,0,0,0,0,10,*,10,0,*,0,0,0,0,0,10,*,10,0,*,0
